Datum	Betreff	Beginn	Ende	Kategorie	-	Ort
08.03.19	Werder Bremen - FC Schalke 04	20:30:00	22:15:00	-	Bremen
09.03.19	Borussia Dortmund - VfB Stuttgart	15:30:00	17:15:00	-	Dortmund
09.03.19	SC Freiburg - Hertha BSC	15:30:00	17:15:00	-	Freiburg
09.03.19	RB Leipzig - FC Augsburg	15:30:00	17:15:00	-	Leipzig
09.03.19	Bayern München - VfL Wolfsburg	15:30:00	17:15:00	-	München
09.03.19	1. FSV Mainz 05 - Bor. Mönchengladbach	18:30:00	20:15:00	-	Mainz
10.03.19	1899 Hoffenheim - 1. FC Nürnberg	15:30:00	17:15:00	-	Sinsheim
10.03.19	Hannover 96 - Bayer Leverkusen	18:00:00	19:45:00	-	Hannover
11.03.19	Fortuna Düsseldorf - Eintracht Frankfurt	20:30:00	22:15:00	-	Düsseldorf
